date,username,to,replies,retweets,favorites,Sentiment,text,geo,mentions,hashtags,id,permalink
2020-04-11 15:00,unitedwaympc,,0,1,0,Positive,Thank you so much to the WVU School of Pharmacy's American Pharmacists Association - Academy of Student Pharmacists and Lambda Kappa Sigma for their donation to our #COVID19 Response and Recovery Fund! They donated more than $450. #ThankfulWVpic.twitter.com/MEynjkqIqB,,#COVID19 #ThankfulWVpic,#COVID19 #ThankfulWVpic,1.25E+18,https://twitter.com/unitedwaympc/status/1248989305990717440
2020-04-11 15:08,gaga_bio_son,pulte,0,0,0,Neutral,$adam9465 college student out a job from COVID-19 here anything helps,,,,1.25E+18,https://twitter.com/gaga_bio_son/status/1248989788696387584
2020-04-11 15:13,echo360,,0,0,2,Neutral,"Join our #webinar on Thursday, April 16 at 12PM EDT: Improving Student Engagement in Introductory Courses—Challenges and Opportunities in Times of #COVID-19 https://bit.ly/3e5klPD #highered #video #edtechpic.twitter.com/Uyz4kKo4uN",,#webinar #COVID #highered #video #edtechpic,#webinar #COVID #highered #video #edtechpic,1.25E+18,https://twitter.com/echo360/status/1248991363158466562
2020-04-11 15:08,tesu_edu,,0,1,1,Neutral,Catch up on your courses! We've lowered visiting undergraduate tuition rates this summer to help visiting students during #Covid-19. Learn more at https://tesu.social/3aWHgdT pic.twitter.com/Dy72fs1ef7,,#Covid,#Covid,1.25E+18,https://twitter.com/tesu_edu/status/1248991299316912128
2020-04-11 15:13,renee3147,SCssgirl,0,0,1,Negative,"#GovernorDeSantis is unable to connect the dots. Students come home to Mom, Dad and possibly Grandma every day. Also, a one year old in Brevard County,Florida tested positive for COVID-19. #PartyOverPeople #DeSantisBetrayedFlorida",,#GovernorDeSantis #PartyOverPeople #DeSantisBetrayedFlorida,#GovernorDeSantis #PartyOverPeople #DeSantisBetrayedFlorida,1.25E+18,https://twitter.com/renee3147/status/1248992645864620032
2020-04-11 15:13,Sara51892631,,1,9,8,Neutral,MORE FRAUD: Media Reports on Doctor Stress During COVID-19 Crisis ...But Patient is a Mannequin Looks like med students in a clinical https://www.thegatewaypundit.com/2020/04/fraud-media-reports-doctor-stress-covid-19-crisis-patient-mannequin/ …,,,,1.25E+18,https://twitter.com/Sara51892631/status/1248992467413880832
2020-04-11 15:15,AS_Hospitality,,0,0,0,Positive,"This is interesting; not surprising, but interesting. #college #collegerefund UM Students Want a Refund Over COVID-19 Closures, Putative Class Action Filed https://at.law.com/ivWbSC?cmp=share_twitter … via @dbreview",,#college #collegerefund,#college #collegerefund,1.25E+18,https://twitter.com/AS_Hospitality/status/1248992696687120384
2020-04-11 15:21,MarcJacobsonPC,,0,0,0,Neutral,Belmont Vision – Belmont’s student musicians learn to work from home during COVID-19 crisis http://belmontvision.com/2020/04/belmonts-student-musicians-learn-to-work-from-home-during-covid-19-crisis/ …,,,,1.25E+18,https://twitter.com/MarcJacobsonPC/status/1248992978854711306
2020-04-11 15:22,dubvNOW,,0,0,0,Neutral,WVU to provide need-based support for students affected by COVID-19 http://feedproxy.google.com/~r/wvu/ilPI/~3/jAkD571U0Mw/wvu-to-provide-need-based-support-for-students-affected-by-covid-19?OzzXP …pic.twitter.com/wbIFTuV7Xl,,,,1.25E+18,https://twitter.com/dubvNOW/status/1248994575701757960
2020-04-11 15:23,earthtobrandy,pulte,1,0,1,Negative,"Please give it to @makinnahcamp shes a full time college student who lost both of her jobs due to covid-19, and she is the most selfless person I know",,,,1.25E+18,https://twitter.com/earthtobrandy/status/1248994742949629952
2020-04-11 15:24,GeorgetownInDC,,0,5,23,Neutral,"My hope is that not even COVID-19 will extinguish the ideal of being women and men for others - Luis Gazon-Negreiros (MBA'20). @msbgu students on service opportunities, raising $1,600 in 2 hrs for @foodbankmetrodc & their goal to raise $20,000 (50K meals)https://tinyurl.com/uob7jnc",,,,1.25E+18,https://twitter.com/GeorgetownInDC/status/1248994985090916353
2020-04-11 15:31,HorrillSusan,,0,0,0,Neutral,ual: UAL Implement Better Covid-19 Protections for Students - Sign the Petition! http://chng.it/HwhWWGpq via @UKChange,,,,1.25E+18,https://twitter.com/HorrillSusan/status/1248995366269341697
2020-04-11 15:37,f_cambuli,pollyp1,0,0,4,Negative,"Isn't the failure much more fundamental of the COVID-19 emergency? If the contracts of PhD students, postdocs, most of the academic scientists are precarious and low-paid, are we not undermining their freedom to stop or say 'no' here and in many other scenarios?",,,,1.25E+18,https://twitter.com/f_cambuli/status/1248997006539776001
2020-04-11 15:42,eviething5,pulte,0,0,0,Negative,"Both my mom and dad are very high risk for COVID-19 and are currently out of work, my mom is getting emergency surgery on Tuesday to correct a previous shoulder surgery and could leave her paralyzed. I’m a struggling college student who is going deeper in debt. God bless you",,,,1.25E+18,https://twitter.com/eviething5/status/1248998629672505349
2020-04-11 15:48,DrKucukkal,,0,1,1,Positive,#OnlineTeaching has been valuable so far I am learning some #edtech stuff that I've been planning to but never had the time + proud of my #students continuing to learn from home but I miss the face-to-face interaction #teaching #HigherEd #Covid_19 #StayHome #pandemicpic.twitter.com/haGHKrRPaZ,,#OnlineTeaching #edtech #students #teaching #HigherEd #Covid_19 #StayHome #pandemicpic,#OnlineTeaching #edtech #students #teaching #HigherEd #Covid_19 #StayHome #pandemicpic,1.25E+18,https://twitter.com/DrKucukkal/status/1248999805931659264
2020-04-11 15:49,SigmaXiSociety,,0,2,2,Neutral,Student researchers who planned to present a poster or give a talk at a conference that was canceled due to COVID-19 have a new option: our Virtual Student Scholars Symposium. Abstracts due April 17 http://www.sigmaxi.org/vs3 #DigitalLearning #sciencetwitter #FutureScientistpic.twitter.com/yXyGvK2ULU,,#DigitalLearning #sciencetwitter #FutureScientistpic,#DigitalLearning #sciencetwitter #FutureScientistpic,1.25E+18,https://twitter.com/SigmaXiSociety/status/1249001259450892289
2020-04-11 15:50,Aurora_Inst,,0,1,1,Neutral,“A really good online course shouldn’t have me sitting in front of the computer all day. You’ve got to get the students offline as much as you do online.” - @Bruce_Friend in @EdDiveK12 | https://www.educationdive.com/news/present-and-accounted-for-closures-create-attendance-challenges/574412/ … #COVID19 #COVIDed,,#COVID19 #COVIDed,#COVID19 #COVIDed,1.25E+18,https://twitter.com/Aurora_Inst/status/1249001511117451264
2020-04-11 15:52,foundationhli,,0,0,1,Neutral,"Does your local organization need volunteers? Student leaders from the @UNC_SOM have partnered with the Office of Interprofessional Education and UNC Rural to form The Carolina COVID-19 Student Service Corps. To volunteer, or submit a need, go to: https://unc.live/2RsNB9w pic.twitter.com/xXiHronDl6",,,,1.25E+18,https://twitter.com/foundationhli/status/1249001775891349504
2020-04-11 15:57,Quierra_Luck,,0,2,1,Neutral,George Lynch ( @Glynchcoach) and Tracey Pennywell ( @PennywellTracey) with @HBCUHeroes are raising money and accepting new and gently used laptops for HBCU student-athletes impacted by COVID-19 https://www.si.com/college/unc/basketball/george-lynch …,,,,1.25E+18,https://twitter.com/Quierra_Luck/status/1249002382899503110
2020-04-11 15:58,PrognosisOhio,PrognosisOhio,0,0,1,Neutral,"For those in #MedEd specifically, make sure you don’t miss Dr. @SamNobilucci’s comments about what med students should be paying attention to now in light of #COVID19, regardless of what year they are in. That part comes in toward the end of the episode. @AACOMmunities @AOAforDOshttps://twitter.com/PrognosisOhio/status/1248590511751016448 …",,#MedEd #COVID19,#MedEd #COVID19,1.25E+18,https://twitter.com/PrognosisOhio/status/1249003553164845057
2020-04-11 15:58,CityJournal,,2,6,7,Negative,"Conditions in Baltimore felt dystopian even before #Covid_19. Some 17,000 abandoned homes blight the city; more than 85% of public school students aren’t proficient in math or English; and two of the last four mayors have been convicted of financial fraud. http://cityjourn.al/2USG2ei",,#Covid_19,#Covid_19,1.25E+18,https://twitter.com/CityJournal/status/1249003778545790976
2020-04-11 16:00,mrodrigueszz,,0,1,1,Neutral,Please support Smith College low-income students as we struggle with the impact of COVID-19 in our communities. https://www.gofundme.com/f/smith-college-lowincome-student-support-covid19?utm_source=twitter&utm_medium=social&utm_campaign=p_cp+share-sheet …,,,,1.25E+18,https://twitter.com/mrodrigueszz/status/1249003854223609858
2020-04-11 15:58,PLT,,0,8,11,Neutral,"Share these free downloadable activities to keep your children or students interested and engaged with the environment while stuck at home during the COVID-19 pandemic. Each educational activity can be done at home, your backyard, or at a nearby park. https://www.plt.org/educator-tips/activities-to-do-with-children-at-home …",,,,1.25E+18,https://twitter.com/PLT/status/1249003778893889536
2020-04-11 16:01,VoteAshcraft,,7,89,271,Negative,An appropriate #COVID19 response: $2k for EVERY person/mo Abolish all student debt Rent canceled through duration of crisis Universal vote by mail Moratorium on evictions & foreclosures It's not like we can't afford it.,,#COVID19,#COVID19,1.25E+18,https://twitter.com/VoteAshcraft/status/1249004468059770882
2020-04-11 16:05,Linda_A_Bailey,,0,0,0,Negative,"What are teachers saying to #comfort their students with sick relatives, who are sick themselves or dealing with other issues related to #COVID19 #edchat",,#comfort #COVID19 #edchat,#comfort #COVID19 #edchat,1.25E+18,https://twitter.com/Linda_A_Bailey/status/1249004651862728710
2020-04-11 16:01,univofscranton,,0,0,2,Neutral,"Students, faculty, staff, alumni, parents and friends can add their own name or that of others to the Honor Roll that recognizes members of the University community responding to the COVID-19 pandemic. Find out more: http://ow.ly/nXLG50zapR6 #universityofscranton #RoyalStrongpic.twitter.com/a9LrYnlwFA",,#universityofscranton #RoyalStrongpic,#universityofscranton #RoyalStrongpic,1.25E+18,https://twitter.com/univofscranton/status/1249004624423641088
2020-04-11 16:13,LynchburgSports,,0,3,6,Neutral,"PODCAST DASH | 2019 . @LynchburgWSoc alumna, Kara Rombough, reflects on how the nursing program and being a student-athlete gets her ready for each day of the #COVID19 pandemic. Full & episode: https://bit.ly/2xdbRpj #WonNation @lynchburg @NCAADIIIpic.twitter.com/G5AROfW2pb",,#COVID19 #WonNation,#COVID19 #WonNation,1.25E+18,https://twitter.com/LynchburgSports/status/1249005654385348608
2020-04-11 16:16,GWCUAW,,0,1,9,Neutral,In less than 24 hours over 300 graduate student workers have signed onto our petition calling on the university administration to agree to immediate measures to help GWC members in the wake of COVID-19. Sign here: http://columbiagradunion.org/supportpetition pic.twitter.com/5aasbEkORP,,,,1.25E+18,https://twitter.com/GWCUAW/status/1249007580690735106
2020-04-11 16:25,MarissaEsque,,0,4,16,Negative,"If we’re not gonna cancel rent or student debt, then we’re gonna need a lot more #cash from the government. And we’ll need it now, or it’ll be 1933 all over again in just a few weeks. Just the facts. #COVID19 #unemployment #CancelRent #economics #CancelTheDebt",,#cash #COVID19 #unemployment #CancelRent #economics #CancelTheDebt,#cash #COVID19 #unemployment #CancelRent #economics #CancelTheDebt,1.25E+18,https://twitter.com/MarissaEsque/status/1249008365751148544
2020-04-11 16:26,nycwired,,0,0,0,Neutral,#breaking - NYC SChools will remain closed for the remainder of the school year .. students will continue remote learning online. #nycschools #publicschool #schoolclosure #coronavirus #COVID19 #nyc #nycpublicschools #NYCPrep,,#breaking #nycschools #publicschool #schoolclosure #coronavirus #COVID19 #nyc #nycpublicschools #NYCPrep,#breaking #nycschools #publicschool #schoolclosure #coronavirus #COVID19 #nyc #nycpublicschools #NYCPrep,1.25E+18,https://twitter.com/nycwired/status/1249010595560656896
2020-04-11 16:26,NYTLiz,,5,1,2,Neutral,"""Falwell said having two outsiders on campus endangered the community given the spread of COVID-19, the AP reported. He claimed this despite more than 1,000 students living on campus."" https://www.nydailynews.com/news/national/ny-jerry-falwell-liberty-university-presses-charges-journalists-20200410-btaxxijf6vfrtghojqj6v7lcnq-story.html …",,,,1.25E+18,https://twitter.com/NYTLiz/status/1249011037648629760
2020-04-11 16:32,RCRoadrunners,,1,4,4,Neutral,| Roadrunner Update On the latest episode of “In The Chaparral” AD Brian Rowan and Sports Information Specialist Gus Ostrum give an update on Roadrunner Athletics and impact from COVID-19 on student-athletes. Watch: https://youtu.be/e5eWbsxV3Xc @RowanCollege #RoadrunnerPridepic.twitter.com/OSam1qVOQ3,,#RoadrunnerPridepic,#RoadrunnerPridepic,1.25E+18,https://twitter.com/RCRoadrunners/status/1249011070448152577
2020-04-11 16:44,dandoesdocs,,0,3,1,Neutral,Please consider supporting The Graham Davis For Detroit Scholarship Fund. Graham was taken from the world by Covid-19 at the age of 33. This scholarship fund in his honor will support a student interested in pursuing a career in politics https://www.gofundme.com/f/graham-davis-for-detroit-scholarship-fund?utm_source=twitter&utm_medium=social&utm_campaign=m_pd+share-sheet …,,,,1.25E+18,https://twitter.com/dandoesdocs/status/1249012583027429382
2020-04-11 16:45,MrsAtkinson4,,0,3,3,Neutral,I’m getting so close to my goal of sending my students #books to #read at home! Some of the books are under $5! Just 1 book = 1 child reading! Please help and RT!! #clearthelist #TeacherStrong #COVID19 https://www.amazon.com/hz/wishlist/ls/84HSFBKVAENZ?ref_=wl_share …pic.twitter.com/7U9BoE60Su,,#books #read #clearthelist #TeacherStrong #COVID19,#books #read #clearthelist #TeacherStrong #COVID19,1.25E+18,https://twitter.com/MrsAtkinson4/status/1249015479756259329
2020-04-11 16:49,najeeb0202,,0,1,0,Neutral,UAE medical students volunteer to help during COVID-19 pandemic https://gulfnews.com/uae/uae-medical-students-volunteer-to-help-during-covid-19-pandemic-1.70927412 … #covid,,#covid,#covid,1.25E+18,https://twitter.com/najeeb0202/status/1249015606277558278
2020-04-11 16:50,FinAidBadger,,1,3,4,Neutral,"1/2 The CARES Act provides $6 billion to colleges and universities that must be used to provide grants directly to students affected by COVID-19. If you need help with housing, course materials, technology, childcare, etc…. #COVID19 #Students #stimulus",,#COVID19 #Students #stimulus,#COVID19 #Students #stimulus,1.25E+18,https://twitter.com/FinAidBadger/status/1249016835116326912
2020-04-11 16:56,FinAidBadger,,0,0,1,Neutral,"2/2 – Contact your Financial Aid Office to see how they can help you. Schools will begin receiving their funds soon and are probably still working on their plan to equitably distribute the funds, but there’s no harm in contacting them directly. ##COVID19 #Students #stimulus",,# #COVID19 #Students #stimulus,# #COVID19 #Students #stimulus,1.25E+18,https://twitter.com/FinAidBadger/status/1249016883535400960
2020-04-11 17:04,HarinContractor,jgrogger,0,0,2,Neutral,"Professor Grogger is right! There is a lot of labor slack that can be immediately put to work to contain this pandemic as well as support students, at-risk populations, and other vital services to help support our economy and society in these uncertain times #Phase4 #COVID19 https://twitter.com/jgrogger/status/1249011944536911875 …",,#Phase4 #COVID19,#Phase4 #COVID19,1.25E+18,https://twitter.com/HarinContractor/status/1249018415462916096
2020-04-11 17:07,A4Ny14,,0,2,4,Neutral,"NYC public schools will remain closed for the remainder of the school year. Students will continue with Remote Learning for the rest of the 2019-20 school year: http://schools.nyc.gov Thank you, @NYGovCuomo & @NYCMayor. #coronavirus * #COVID19",,#coronavirus #COVID19,#coronavirus #COVID19,1.25E+18,https://twitter.com/A4Ny14/status/1249020469174550528
2020-04-11 17:14,nycemergencymgt,,0,2,5,Neutral,"Your city needs you. If you're a doctor, nurse, PA or med student and are currently not working, sign up to help us fight COVID-19: http://NYC.gov/helpnow .pic.twitter.com/UoNozZq3AF",,,,1.25E+18,https://twitter.com/nycemergencymgt/status/1249021140628123662
2020-04-11 17:29,TheSocialCore,,0,1,2,Neutral,"TUE APR 14 | 6:30-7 PM Student Book Selection w/ @isaacjwells Join us Tuesday's for your weekly respite from COVID19 -- #CORECHAT -- the 5-question, 30-minute structured Q1/A1 formatted chat for #educators on Twitter. #edchat #satchat http://TheCoreContributes.com @mssacksteinpic.twitter.com/y0HF1FBKp3",,#CORECHAT #educators #edchat #satchat,#CORECHAT #educators #edchat #satchat,1.25E+18,https://twitter.com/TheSocialCore/status/1249022912771829760
2020-04-11 17:33,abyasun,moderninovasyon,0,0,0,Negative,A senior college student died of #COVID__19 virus in Istanbul. For those who claim that #coronavirus eludes young people should revisit unfounded thesis. Statistics attest to the fact that it mostly kills older people. But young people are certainly not entirely immune to virus.https://twitter.com/moderninovasyon/status/1248924602341998592 …,,#COVID__19 #coronavirus,#COVID__19 #coronavirus,1.25E+18,https://twitter.com/abyasun/status/1249026857695092738
2020-04-11 17:35,perryworldhouse,,0,0,0,Negative,"""Previous anxieties seem smaller in the face of death."" This #PennPandemicDiary entry is a deeply moving one. Camila Celi, a Penn senior and Student Fellow, lost her uncle to COVID-19 last week. Our thoughts are with Camila and her family. https://global.upenn.edu/perryworldhouse/news/penn-pandemic-diary-entry-10-no-longer-just-statistic …pic.twitter.com/ifQhmgANrQ",,#PennPandemicDiary,#PennPandemicDiary,1.25E+18,https://twitter.com/perryworldhouse/status/1249027865418575873
2020-04-11 17:38,Lkern12,ChrisNocco,0,1,5,Neutral,"Thisis why we need Student Services support staff - #schoolnurses, #schoolcounselors #schoolsocialworkers #schoolpsychologists available to support students who are home during #COVID19 @pascoschools #pascoproudhttps://twitter.com/chrisnocco/status/1248768989943209984 …",,#schoolnurses #schoolcounselors #schoolsocialworkers #schoolpsychologists #COVID19 #pascoproudhttps,#schoolnurses #schoolcounselors #schoolsocialworkers #schoolpsychologists #COVID19 #pascoproudhttps,1.25E+18,https://twitter.com/Lkern12/status/1249028390633472000
2020-04-11 17:35,EducationSC,,0,10,40,Positive,South Carolina school food service staff and bus drivers have done amazing work supporting students during #COVID19 school closures. Over 1 million meals served this week alone! pic.twitter.com/fedYUyaB19,,#COVID19,#COVID19,1.25E+18,https://twitter.com/EducationSC/status/1249028347323088896
2020-04-11 17:54,SciPolGuy,SciPolGuy,1,0,2,Neutral,Getting this additional funding will help enable federal research agencies and univirsiities to continue to fund grad students/post docs supported off fed research grants and fellowships during the current COVID-19 lab closures/research shutdowns.,,,,1.25E+18,https://twitter.com/SciPolGuy/status/1249028961998376965
2020-04-11 17:58,SciPolGuy,SAGECoalition,0,0,2,Neutral,"You might be interested in this ""Believe in Students"" relief effort. They are Student Relief Fund providing emergency support to college students affected by COVID-19 disruptions. https://www.studentrelieffund.org/",,,,1.25E+18,https://twitter.com/SciPolGuy/status/1249033203945521153
2020-04-11 17:59,The_Davidsonian,,1,1,9,Neutral,From News: #COVID19 Impacts Student Employment http://www.davidsonian.com/covid-19-impacts-student-employment/ …,,#COVID19,#COVID19,1.25E+18,https://twitter.com/The_Davidsonian/status/1249034175530885120
2020-04-11 18:00,ksunews,,1,6,20,Neutral,"Watch this story featuring @KentState student Emma Tschurwald, a @KSUFashion major, who is using her skills to outfit workers on the front line of the #COVID19 crisis, via @soledadobrien and @matteroffacttv. https://matteroffact.tv/class-of-2020-a-fashion-design-student-sewing-masks/ …",,#COVID19,#COVID19,1.25E+18,https://twitter.com/ksunews/status/1249034393424928773
2020-04-11 18:00,ADEAGoDental,,0,0,0,Neutral,"For Morgan Atanasio, D4 student at @TouroDental, spring was supposed to be a celebratory time as a graduate of the school’s inaugural class. #COVID19 has changed that plan. Read how Atanasio is staying positive and productive during this time. https://dental.touro.edu/news--events/news/stories/practicing-perseverance.php …",,#COVID19,#COVID19,1.25E+18,https://twitter.com/ADEAGoDental/status/1249034519841308672
2020-04-11 18:15,OSUGlobal,,0,1,4,Neutral,"Undergraduate, graduate, professional, domestic and international students have many immediate, unexpected needs as a result of these unprecedented times. Please consider donating to the COVID-19 Response fund. http://buckeyefunder.osu.edu/project/20553 pic.twitter.com/JKdooVKv7D",,,,1.25E+18,https://twitter.com/OSUGlobal/status/1249034672027336706
2020-04-11 18:15,sbstatesman,,0,1,2,Neutral,"Spring break is usually a time when some college students go back home and work at their part-time or full-time jobs. In the midst of the coronavirus (COVID-19), that was not the case. https://www.sbstatesman.com/2020/04/11/students-lose-their-jobs-in-the-midst-of-covid-19-crisis/ …",,,,1.25E+18,https://twitter.com/sbstatesman/status/1249038361605611527
2020-04-11 18:20,MiaSShaw,,1,0,6,Positive,Proud of my students for developing designing research protocols and collecting/analyzing data for their COVID19 mini-ypar projects!,,,,1.25E+18,https://twitter.com/MiaSShaw/status/1249038478945517569
2020-04-11 18:28,EinsteinMed,,0,6,9,Neutral,As a surge in COVID-19 cases consume the energies of healthcare workers at Einstein and Montefiore dozens of Einstein M.D. and Ph.D. students are helping out during the crisis through the “Einstein Cares for the Front” volunteer effort. https://bit.ly/39vZoKp #mededpic.twitter.com/sl4LKuup8x,,#mededpic,#mededpic,1.25E+18,https://twitter.com/EinsteinMed/status/1249039529593524224
2020-04-11 18:30,renkorama,,1,0,2,Neutral,"A hybrid animation about two art student friends in the present day summoning a cartoon version of 70s music star Leo Sayer! Due to Covid-19 this project is on indefinite hiatus, but before that I'd completed a ton of work for preproduction, including an animatic!",,,,1.25E+18,https://twitter.com/renkorama/status/1249041622370836480
2020-04-11 18:31,_sam_dav,,0,5,6,Neutral,Are you part of the 2020 Alaska Railroad Tour Guide Program? Looking to speak with high school students today who were going through the course but had to stop due to COVID-19. Please DM me or email me at sdavenport @ktva dot com!,,,,1.25E+18,https://twitter.com/_sam_dav/status/1249042039372537857
2020-04-11 18:35,sampichood,,0,0,0,Neutral,"#Covid_19 Dm,Rt,follow,like my post in less than 24 hrs to have your bank account credited with $500 for Easter shopping #Baby #STUDY #student #collegegirls",,#Covid_19 #Baby #STUDY #student #collegegirls,#Covid_19 #Baby #STUDY #student #collegegirls,1.25E+18,https://twitter.com/sampichood/status/1249042505116647424
2020-04-11 18:36,babiescatscode,,3,2,48,Neutral,Life as a @FlatironSchool student and toddler parent during COVID-19: Would you? Could you? In a car? pic.twitter.com/3QVYOEAACn,,,,1.25E+18,https://twitter.com/babiescatscode/status/1249043439473352705
2020-04-11 18:38,WitchOfWands,,0,0,2,Neutral,@RobWittman How do you feel about “dependent” students not qualifying for a stimulus check? #StimulusForThePeople #students #COVID19,,#StimulusForThePeople #students #COVID19,#StimulusForThePeople #students #COVID19,1.25E+18,https://twitter.com/WitchOfWands/status/1249043607581048833
2020-04-11 18:40,hannaheason_,,0,1,10,Neutral,"It’s been a transition, but I’m reminded every week that we are making this work, and still here to tell the stories of VCU students. @edace2936 talked to @Leglitch about his journey from the Honduras, after being stuck there for two weeks due to COVID-19: https://commonwealthtimes.org/2020/04/11/vcu-brings-home-student-stuck-in-honduras-due-to-covid-19-lockdown/ …",,,,1.25E+18,https://twitter.com/hannaheason_/status/1249044221203488775
2020-04-11 18:46,DahliaHarris,,4,16,129,Negative,"Another teacher gunned down. Another family, students, teachers community left in pain. Not even threat of Covid19 stops these heartless criminals. XLCR this must hit you hard. Ah sah. Strict measures have been containing Covid19. Similar approach needed for crime.",,,,1.25E+18,https://twitter.com/DahliaHarris/status/1249044616948613124
2020-04-11 18:59,ConnectYard,,0,1,2,Neutral,"Got #absenteeism? Join our #COVID19 #EqualAccess Initiative to help #schools in low income communities reach impoverished and disabled #students that don’t have internet, computers or adapted accessible devices at home. #RonaRightshttps://www.nytimes.com/2020/04/06/us/coronavirus-schools-attendance-absent.html …",,#absenteeism #COVID19 #EqualAccess #schools #students #RonaRightshttps,#absenteeism #COVID19 #EqualAccess #schools #students #RonaRightshttps,1.25E+18,https://twitter.com/ConnectYard/status/1249046169545777152
2020-04-11 19:00,6abc,,1,1,5,Neutral,"INSPIRING: When COVID-19 took healthcare students out of hospitals, they found a different way to help. Learn how: http://6abc.com/6095458/",,,,1.25E+18,https://twitter.com/6abc/status/1249049537395769344
2020-04-11 19:11,CUNY,,3,17,56,Neutral,. @ABC7NY highlights @ChancellorCUNY's Emergency Relief Fund to help students facing financial hardship during #COVID19 crisis. The fund will distribute grants of $500 each to thousands of CUNY students who are coping with severe economic fallout. #CUNYStrongpic.twitter.com/BbxYqHuSrk,,#COVID19 #CUNYStrongpic,#COVID19 #CUNYStrongpic,1.25E+18,https://twitter.com/CUNY/status/1249049578638204929
2020-04-11 19:12,VWUSOFTBALL,,0,2,5,Neutral,"VWU’s Annual Day of Giving is Friday, April 24th & any gift received this month helps us reach our goal! You can donate directly to our program here or consider helping students in need during COVID-19. https://secure.touchnet.net/C23516_ustores/web/product_detail.jsp?PRODUCTID=56&SINGLESTORE=true …",,,,1.25E+18,https://twitter.com/VWUSOFTBALL/status/1249052437320785921
2020-04-11 19:14,profstewartrk,,1,1,10,Neutral,"Episode 23 of #ScrippsTalks features former @scrippsjschool grad student David Lee, currently covering COVID-19 in South Korea. Podcast: https://bit.ly/34r5haM . Photos provided by @davddalee. Music: “funkorama” by Kevin Macleod, http://filmmusic.io ).pic.twitter.com/snAJIrSL5t",,#ScrippsTalks,#ScrippsTalks,1.25E+18,https://twitter.com/profstewartrk/status/1249052693093629954
2020-04-11 19:15,tangoldman,,0,2,26,Negative,"Dear Tone Deaf College Administrators, Stop repeatedly reminding graduate students who are losing their anticipated summer funds (et. al.) to ""imagine the enormous costs"" that your institution is having to make related to COVID-19 + that we all need to make sacrifices. Thanks.",,,,1.25E+18,https://twitter.com/tangoldman/status/1249053224222560257
2020-04-11 19:17,umwcas,,0,0,0,Neutral,"Dr. Dave Kolar’s research students presenting the poster that was scheduled for presentation at the Association for Psychological Science conference in Chicago, cancelled due to COVID-19. #UMWteachesthruCOVID #OneUMWpic.twitter.com/OQdBN7iA5C",,#UMWteachesthruCOVID #OneUMWpic,#UMWteachesthruCOVID #OneUMWpic,1.25E+18,https://twitter.com/umwcas/status/1249053516733317120
2020-04-11 19:30,CityNourishER,jasminecrowe,0,0,3,Positive,This is incredible! @TheGoodrCo has been working to feed students & families now but their model has been addressing root causes of food insecurity that COVID-19 has laid bare and increased. #reimaginecapitalismhttps://twitter.com/jasminecrowe/status/1248971603930726400 …,,#reimaginecapitalismhttps,#reimaginecapitalismhttps,1.25E+18,https://twitter.com/CityNourishER/status/1249054088999899136
2020-04-11 19:35,chronicle,,3,1,7,Neutral,"Even though Covid-19 sent students home, they are replicating campus traditions via video conference and social media. https://chroni.cl/2JLsFX3",,,,1.25E+18,https://twitter.com/chronicle/status/1249057134836318209
2020-04-11 19:38,JbyrneQuesnay,,0,0,1,Neutral,"During COVID-19, Duke students need the support of their Blue Devil family. Read our new tip sheet to learn “6 Ways Alumni Can Help Students” right now. #TogetherDuke http://sot.ag/d6pGF",,#TogetherDuke,#TogetherDuke,1.25E+18,https://twitter.com/JbyrneQuesnay/status/1249058552582414336
2020-04-11 19:51,templemedschool,,1,21,96,Positive,Our #TempleMed students were vital in transforming the @LiacourasCenter into a surge medical facility as part of Philadelphia's response to #COVID19. We are so incredibly proud of our students during this uncertain time. They continue to represent what #TempleStrong really means.pic.twitter.com/KSVEOJsr7t,,#TempleMed #COVID19 #TempleStrong,#TempleMed #COVID19 #TempleStrong,1.25E+18,https://twitter.com/templemedschool/status/1249059201168654336
2020-04-11 19:54,2020CensusMCMD,,0,0,0,Neutral,"They’re back-Gaithersburg students, home from college due to COVID19, still jamming in their cul de sac to entertain neighbors in their #2020CensusMontgomeryCountyMD ambassador tee shirts. Enjoy the music while you complete your Census https://drive.google.com/file/d/10aRGBzJCKyfd7NwKS1braNdb_Y-A0ij0/view#2020Census … #EveryoneCountsMCMD",,#2020CensusMontgomeryCountyMD #2020Census #EveryoneCountsMCMD,#22CensusMontgomeryCountyMD #22Census #EveryoneCountsMCMD,1.25E+18,https://twitter.com/2020CensusMCMD/status/1249062551817793537
